iter	Passed	Remaining
1665	142505	413487
1666	142593	413409
1667	142677	413320
1668	142769	413251
1669	142860	413182
1670	142958	413133
1671	143055	413080
1672	143147	413014
1673	143247	412971
1674	143336	412894
1675	143418	412800
1676	143507	412723
1677	143599	412655
1678	143686	412575
1679	143776	412501
1680	143874	412451
1681	143972	412400
1682	144064	412333
1683	144153	412257
1684	144237	412167
1685	144321	412079
1686	144408	411997
1687	144498	411924
1688	144586	411844
1689	144680	411783
1690	144778	411732
1691	144869	411662
1692	144968	411615
1693	145060	411546
1694	145149	411471
1695	145236	411387
1696	145326	411315
1697	145419	411251
1698	145515	411193
1699	145600	411108
1700	145689	411030
1701	145781	410962
1702	145874	410898
1703	145966	410829
1704	146056	410757
1705	146150	410694
1706	146249	410646
1707	146342	410581
1708	146438	410524
1709	146531	410459
1710	146627	410403
1711	146714	410319
1712	146801	410237
1713	146888	410156
1714	146970	410060
1715	147061	409988
1716	147158	409934
1717	147249	409864
1718	147337	409784
1719	147425	409705
1720	147512	409623
1721	147603	409553
1722	147687	409462
1723	147776	409385
1724	147864	409306
1725	147957	409240
1726	148044	409158
1727	148134	409083
1728	148228	409022
1729	148316	408941
1730	148406	408868
1731	148498	408800
1732	148584	408713
1733	148671	408633
1734	148764	408566
1735	148849	408479
1736	148934	408392
1737	149023	408314
1738	149116	408248
1739	149211	408186
1740	149300	408111
1741	149386	408026
1742	149477	407954
1743	149565	407873
1744	149659	407810
1745	149753	407747
1746	149850	407693
1747	149946	407633
1748	150042	407575
1749	150137	407515
1750	150228	407445
1751	150325	407387
1752	150419	407326
1753	150520	407279
1754	150612	407211
1755	150698	407126
1756	150796	407072
1757	150888	407003
1758	150979	406931
1759	151066	406850
1760	151150	406757
1761	151240	406684
1762	151331	406611
1763	151423	406541
1764	151517	406480
1765	151605	406398
1766	151692	406314
1767	151776	406225
1768	151869	406157
1769	151958	406081
1770	152052	406016
1771	152145	405950
1772	152238	405884
1773	152330	405814
1774	152426	405754
1775	152518	405685
1776	152609	405613
1777	152702	405546
1778	152794	405476
1779	152883	405398
1780	152971	405317
1781	153062	405247
1782	153156	405181
1783	153252	405121
1784	153343	405050
1785	153434	404978
1786	153523	404899
1787	153614	404826
1788	153706	404757
1789	153795	404679
1790	153882	404596
1791	153968	404510
1792	154053	404421
1793	154143	404346
1794	154232	404270
1795	154322	404193
1796	154415	404126
1797	154507	404057
1798	154597	403982
1799	154691	403916
1800	154787	403856
1801	154882	403793
1802	154972	403719
1803	155065	403651
1804	155161	403592
1805	155257	403531
1806	155351	403467
1807	155442	403394
1808	155534	403323
1809	155627	403255
1810	155722	403193
1811	155811	403114
1812	155900	403037
1813	155992	402965
1814	156084	402896
1815	156171	402812
1816	156257	402726
1817	156347	402650
1818	156441	402586
1819	156532	402512
1820	156619	402429
1821	156715	402368
1822	156813	402312
1823	156900	402229
1824	156981	402131
1825	157070	402051
1826	157153	401958
1827	157241	401877
1828	157329	401796
1829	157414	401708
1830	157507	401638
1831	157610	401597
1832	157704	401530
1833	157792	401449
1834	157877	401362
1835	157967	401285
1836	158054	401203
1837	158148	401136
1838	158242	401071
1839	158342	401019
1840	158509	401139
1841	158673	401249
1842	158805	401278
1843	158934	401299
1844	159051	401292
1845	159175	401302
1846	159291	401290
1847	159401	401264
1848	159513	401242
1849	159634	401243
1850	159759	401255
1851	159876	401244
1852	160006	401269
1853	160120	401250
1854	160235	401236
1855	160354	401233
1856	160485	401256
1857	160603	401248
1858	160714	401224
1859	160820	401187
1860	160932	401163
1861	161045	401142
1862	161160	401127
1863	161281	401128
1864	161387	401088
1865	161484	401029
1866	161571	400942
1867	161651	400839
1868	161734	400745
1869	161814	400642
1870	161897	400548
1871	161981	400455
1872	162064	400359
1873	162148	400267
1874	162229	400166
1875	162313	400072
1876	162399	399984
1877	162479	399882
1878	162558	399778
1879	162642	399686
1880	162767	399693
1881	162903	399728
1882	163047	399781
1883	163191	399837
1884	163343	399909
1885	163491	399972
1886	163643	400045
1887	163756	400022
1888	163846	399945
1889	163935	399863
1890	164021	399774
1891	164108	399690
1892	164193	399599
1893	164278	399507
1894	164367	399425
1895	164454	399340
1896	164539	399249
1897	164619	399146
1898	164703	399052
1899	164783	398950
1900	164865	398852
1901	164953	398768
1902	165041	398684
1903	165126	398594
1904	165215	398511
1905	165303	398428
1906	165397	398359
1907	165498	398307
1908	165589	398229
1909	165672	398133
1910	165760	398051
1911	165850	397971
1912	165937	397885
1913	166024	397799
1914	166113	397718
1915	166242	397732
1916	166405	397828
1917	166547	397872
1918	166678	397892
1919	166802	397893
1920	166904	397843
1921	166993	397761
1922	167082	397678
1923	167163	397577
1924	167248	397487
1925	167340	397412
1926	167426	397323
1927	167509	397227
1928	167596	397140
1929	167682	397051
1930	167766	396957
1931	167852	396867
1932	167936	396775
1933	168020	396681
1934	168108	396596
1935	168190	396499
1936	168278	396414
1937	168365	396327
1938	168452	396241
1939	168548	396175
1940	168644	396109
1941	168732	396026
1942	168819	395939
1943	168912	395867
1944	169003	395788
1945	169090	395701
1946	169176	395615
1947	169268	395539
1948	169354	395450
1949	169442	395366
1950	169524	395267
1951	169606	395169
1952	169722	395150
1953	169848	395154
1954	169974	395158
1955	170095	395151
1956	170214	395138
1957	170333	395124
1958	170450	395107
1959	170572	395100
1960	170693	395092
1961	170816	395089
1962	170946	395101
1963	171083	395129
1964	171213	395141
1965	171342	395151
1966	171460	395135
1967	171582	395127
1968	171692	395093
1969	171775	394996
1970	171859	394901
1971	171950	394824
1972	172040	394742
1973	172129	394658
1974	172212	394563
1975	172295	394465
1976	172385	394384
1977	172473	394300
1978	172561	394213
1979	172641	394111
1980	172750	394073
1981	172889	394104
1982	173019	394114
1983	173146	394116
1984	173260	394092
1985	173365	394045
1986	173454	393961
1987	173541	393873
1988	173631	393792
1989	173721	393711
1990	173808	393622
1991	173898	393541
1992	173979	393440
1993	174063	393346
1994	174153	393264
1995	174239	393172
1996	174322	393075
1997	174402	392973
1998	174490	392886
1999	174577	392800
2000	174663	392708
2001	174753	392628
2002	174898	392669
2003	175057	392744
2004	175218	392820
2005	175354	392842
2006	175498	392883
2007	175630	392893
2008	175723	392819
2009	175811	392732
2010	175894	392636
2011	175980	392544
2012	176073	392470
2013	176165	392392
2014	176268	392339
2015	176358	392257
2016	176447	392174
2017	176542	392102
2018	176630	392015
2019	176725	391945
2020	176812	391856
2021	176893	391754
2022	176974	391652
2023	177055	391551
2024	177147	391474
2025	177237	391391
2026	177333	391323
2027	177422	391240
2028	177520	391174
2029	177613	391098
2030	177702	391015
2031	177791	390931
2032	177882	390852
2033	177976	390778
2034	178073	390710
2035	178166	390635
2036	178259	390560
2037	178349	390478
2038	178437	390392
2039	178526	390308
2040	178618	390230
2041	178710	390153
2042	178795	390059
2043	178882	389970
2044	178965	389874
2045	179057	389796
2046	179142	389702
2047	179226	389608
2048	179317	389527
2049	179409	389449
2050	179492	389353
2051	179576	389256
2052	179660	389161
2053	179744	389067
2054	179834	388985
2055	180016	389102
2056	180216	389256
2057	180368	389308
2058	180499	389313
2059	180623	389303
2060	180724	389245
2061	180808	389150
2062	180892	389055
2063	180973	388952
2064	181059	388862
2065	181143	388766
2066	181230	388675
2067	181312	388577
2068	181394	388476
2069	181481	388388
2070	181567	388296
2071	181649	388196
2072	181731	388097
2073	181815	388001
2074	181897	387900
2075	181978	387800
2076	182063	387705
2077	182198	387719
2078	182383	387838
2079	182561	387942
2080	182743	388054
2081	182851	388010
2082	182947	387940
2083	183045	387872
2084	183142	387804
2085	183240	387738
2086	183335	387666
2087	183429	387591
2088	183519	387507
2089	183613	387432
2090	183712	387368
2091	183805	387290
2092	183897	387212
2093	183999	387154
2094	184095	387084
2095	184187	387004
2096	184293	386953
2097	184391	386887
2098	184492	386827
2099	184590	386761
2100	184683	386682
2101	184780	386615
2102	184878	386549
2103	184972	386472
2104	185064	386393
2105	185157	386316
2106	185248	386235
2107	185338	386150
2108	185432	386076
2109	185527	386002
2110	185620	385924
2111	185712	385846
2112	185805	385769
2113	185895	385684
2114	185984	385599
2115	186079	385525
2116	186177	385457
2117	186272	385384
2118	186366	385309
2119	186458	385230
2120	186548	385146
2121	186642	385071
2122	186744	385011
2123	186839	384938
2124	186928	384853
2125	187025	384782
2126	187120	384708
2127	187216	384639
2128	187306	384554
2129	187400	384478
2130	187490	384394
2131	187582	384315
2132	187674	384235
2133	187770	384164
2134	187876	384112
2135	187978	384053
2136	188064	383961
2137	188157	383883
2138	188264	383835
2139	188367	383776
2140	188464	383707
2141	188557	383628
2142	188655	383561
2143	188753	383492
2144	188848	383420
2145	188940	383340
2146	189028	383251
2147	189119	383169
2148	189210	383086
2149	189302	383006
2150	189391	382922
2151	189483	382841
2152	189582	382775
2153	189678	382704
2154	189774	382631
2155	189867	382553
2156	189959	382473
2157	190057	382405
2158	190165	382356
2159	190257	382275
2160	190353	382204
2161	190447	382128
2162	190544	382057
2163	190640	381985
2164	190737	381915
2165	190833	381842
2166	190921	381755
2167	191019	381686
2168	191109	381601
2169	191203	381526
2170	191309	381473
2171	191404	381399
2172	191492	381310
2173	191589	381240
2174	191680	381157
2175	191769	381070
2176	191864	380995
2177	191959	380921
2178	192053	380845
2179	192140	380755
2180	192229	380668
2181	192329	380605
2182	192425	380530
2183	192508	380434
2184	192603	380359
2185	192704	380296
2186	192802	380228
2187	192899	380155
2188	192989	380071
2189	193082	379993
2190	193179	379923
2191	193283	379865
2192	193389	379812
2193	193492	379752
2194	193587	379678
2195	193682	379602
2196	193774	379522
2197	193862	379433
2198	193953	379350
2199	194052	379284
2200	194156	379226
2201	194259	379168
2202	194357	379098
2203	194443	379005
2204	194539	378933
2205	194635	378859
2206	194737	378798
2207	194832	378722
2208	194925	378644
2209	195028	378584
2210	195126	378515
2211	195219	378436
2212	195321	378373
2213	195410	378288
2214	195498	378198
2215	195588	378114
2216	195687	378046
2217	195789	377984
2218	195887	377915
2219	195979	377834
2220	196070	377750
2221	196159	377664
2222	196257	377595
2223	196355	377524
2224	196455	377458
2225	196554	377391
2226	196651	377320
2227	196749	377250
2228	196847	377180
2229	196947	377114
2230	197048	377049
2231	197141	376972
2232	197237	376897
2233	197326	376809
2234	197415	376724
2235	197506	376639
2236	197598	376558
2237	197686	376469
2238	197775	376382
2239	197864	376295
2240	197954	376210
2241	198057	376151
2242	198154	376077
2243	198251	376006
2244	198343	375924
2245	198443	375859
2246	198536	375778
2247	198624	375690
2248	198722	375619
2249	198819	375548
2250	198917	375477
2251	199004	375387
2252	199097	375306
2253	199189	375226
2254	199280	375141
2255	199378	375072
2256	199469	374987
2257	199558	374901
2258	199648	374816
2259	199748	374748
2260	199840	374668
2261	199937	374595
2262	200035	374524
2263	200137	374462
2264	200239	374399
2265	200348	374348
2266	200447	374280
2267	200539	374198
2268	200633	374120
2269	200733	374054
2270	200838	373995
2271	200936	373926
2272	201035	373856
2273	201128	373776
2274	201221	373696
2275	201318	373624
2276	201412	373547
2277	201507	373469
2278	201603	373395
2279	201703	373329
2280	201800	373256
2281	201898	373185
2282	201994	373109
2283	202091	373038
2284	202186	372960
2285	202279	372881
2286	202369	372796
2287	202456	372704
2288	202542	372611
2289	202637	372534
2290	202729	372452
2291	202835	372395
2292	202931	372322
2293	203027	372246
2294	203119	372164
2295	203218	372094
2296	203315	372022
2297	203407	371940
2298	203493	371847
2299	203595	371782
2300	203690	371706
2301	203788	371636
2302	203883	371558
2303	203974	371474
2304	204071	371401
2305	204172	371335
2306	204267	371258
2307	204361	371179
2308	204464	371117
2309	204564	371050
2310	204669	370991
2311	204762	370910
2312	204858	370835
2313	204956	370764
2314	205056	370695
2315	205157	370630
2316	205250	370549
2317	205337	370458
2318	205433	370382
2319	205527	370303
2320	205610	370205
2321	205705	370128
2322	205803	370055
2323	205901	369984
2324	205995	369906
2325	206096	369839
2326	206191	369763
2327	206278	369671
2328	206366	369581
2329	206457	369497
2330	206555	369424
2331	206654	369354
2332	206748	369276
2333	206844	369200
2334	206945	369133
2335	207043	369062
2336	207130	368970
2337	207227	368896
2338	207331	368834
2339	207428	368762
2340	207521	368680
2341	207615	368600
2342	207713	368530
2343	207814	368463
2344	207911	368388
2345	207999	368298
2346	208089	368212
2347	208187	368141
2348	208284	368067
2349	208378	367987
2350	208477	367917
2351	208577	367849
2352	208667	367762
2353	208756	367674
2354	208847	367590
2355	208947	367521
2356	209042	367442
2357	209140	367370
2358	209253	367325
2359	209365	367277
2360	209460	367198
2361	209556	367123
2362	209655	367051
2363	209753	366980
2364	209853	366911
2365	209956	366846
2366	210055	366776
2367	210153	366703
2368	210250	366629
2369	210343	366547
2370	210440	366472
2371	210534	366393
2372	210620	366300
2373	210711	366215
2374	210802	366130
2375	210899	366056
2376	210988	365968
2377	211083	365889
2378	211173	365803
2379	211273	365734
2380	211374	365666
2381	211473	365595
2382	211562	365506
2383	211657	365429
2384	211754	365354
2385	211845	365269
2386	211935	365182
2387	212033	365109
2388	212135	365043
2389	212229	364963
2390	212318	364875
2391	212419	364807
2392	212513	364726
2393	212609	364651
2394	212704	364572
2395	212800	364496
2396	212896	364420
2397	212990	364339
2398	213088	364266
2399	213185	364191
2400	213278	364110
2401	213370	364027
2402	213476	363967
2403	213576	363896
2404	213671	363818
2405	213763	363735
2406	213852	363646
2407	213942	363560
2408	214040	363486
2409	214131	363400
2410	214222	363315
2411	214325	363251
2412	214437	363201
2413	214531	363121
2414	214621	363034
2415	214718	362959
2416	214811	362877
2417	214899	362787
2418	214996	362711
2419	215100	362648
2420	215199	362577
2421	215292	362495
2422	215393	362425
2423	215481	362335
2424	215575	362255
2425	215676	362186
2426	215785	362131
2427	215883	362057
2428	215980	361982
2429	216085	361920
2430	216183	361846
2431	216269	361754
2432	216358	361664
2433	216460	361598
2434	216554	361516
2435	216649	361437
2436	216749	361366
2437	216843	361287
2438	216930	361194
2439	217021	361110
2440	217122	361040
2441	217208	360946
2442	217293	360851
2443	217395	360784
2444	217496	360715
2445	217595	360643
2446	217691	360565
2447	217797	360504
2448	217899	360436
2449	217988	360347
2450	218087	360275
2451	218189	360207
2452	218280	360122
2453	218369	360033
2454	218471	359966
2455	218570	359893
2456	218660	359805
2457	218756	359728
2458	218842	359635
2459	218938	359557
2460	219034	359479
2461	219125	359393
2462	219215	359306
2463	219306	359221
2464	219403	359144
2465	219499	359068
2466	219597	358993
2467	219690	358910
2468	219784	358830
2469	219881	358753
2470	219967	358660
2471	220065	358585
2472	220166	358516
2473	220336	358558
2474	220495	358584
2475	220622	358555
2476	220717	358477
2477	220805	358386
2478	220906	358315
2479	220996	358227
2480	221086	358140
2481	221175	358051
2482	221269	357969
2483	221357	357879
2484	221448	357792
2485	221534	357698
2486	221620	357604
2487	221714	357524
2488	221819	357460
2489	221957	357449
2490	222093	357436
2491	222221	357408
2492	222348	357381
2493	222485	357368
2494	222623	357357
2495	222775	357368
2496	222912	357356
2497	223053	357349
2498	223202	357356
2499	223330	357329
2500	223449	357286
2501	223573	357253
2502	223685	357200
2503	223768	357100
2504	223850	356998
2505	223933	356899
2506	224016	356800
2507	224098	356698
2508	224180	356598
2509	224273	356514
2510	224420	356516
2511	224549	356490
2512	224687	356478
2513	224820	356457
2514	224948	356429
2515	225072	356393
2516	225164	356309
2517	225247	356209
2518	225331	356111
2519	225412	356008
2520	225490	355901
2521	225578	355809
2522	225664	355714
2523	225753	355624
2524	225834	355521
2525	225916	355421
2526	226000	355321
2527	226084	355224
2528	226246	355249
2529	226417	355287
2530	226569	355296
2531	226733	355322
2532	226906	355364
2533	227009	355296
2534	227103	355212
2535	227194	355125
2536	227280	355030
2537	227375	354949
2538	227465	354860
2539	227561	354781
2540	227647	354686
2541	227736	354594
2542	227824	354502
2543	227917	354419
2544	228010	354334
2545	228098	354242
2546	228186	354150
2547	228279	354065
2548	228371	353979
2549	228462	353893
2550	228551	353802
2551	228642	353714
2552	228734	353629
2553	228828	353545
2554	228916	353454
2555	229002	353359
2556	229091	353268
2557	229182	353180
2558	229282	353107
2559	229379	353029
2560	229473	352946
2561	229562	352855
2562	229685	352817
2563	229811	352783
2564	229927	352735
2565	230050	352695
2566	230174	352659
2567	230299	352623
2568	230427	352592
2569	230557	352564
2570	230685	352534
2571	230823	352517
2572	230953	352488
2573	231085	352463
2574	231212	352430
2575	231328	352381
2576	231459	352353
2577	231599	352339
2578	231730	352312
2579	231859	352282
2580	231988	352252
2581	232122	352229
2582	232240	352182
2583	232369	352151
2584	232497	352118
2585	232619	352078
2586	232753	352054
2587	232881	352021
2588	232998	351972
2589	233103	351904
2590	233183	351800
2591	233268	351702
2592	233353	351605
2593	233435	351503
2594	233519	351404
2595	233603	351304
2596	233712	351243
2597	233860	351240
2598	234015	351247
2599	234154	351232
2600	234300	351226
2601	234458	351237
2602	234560	351165
2603	234651	351076
2604	234739	350982
2605	234823	350883
2606	234909	350787
2607	234994	350689
2608	235084	350599
2609	235166	350497
2610	235247	350393
2611	235334	350298
2612	235417	350198
2613	235507	350107
2614	235588	350004
2615	235678	349914
2616	235765	349818
2617	235846	349715
2618	235937	349626
2619	236027	349537
2620	236113	349441
2621	236271	349450
2622	236428	349459
2623	236584	349467
2624	236744	349479
2625	236894	349477
2626	237011	349427
2627	237100	349335
2628	237189	349243
2629	237286	349162
2630	237373	349067
2631	237457	348968
2632	237544	348874
2633	237631	348778
2634	237715	348680
2635	237799	348580
2636	237883	348480
2637	237968	348382
2638	238057	348290
2639	238141	348191
2640	238222	348087
2641	238304	347985
2642	238395	347896
2643	238531	347872
2644	238673	347859
2645	238804	347827
2646	238930	347789
2647	239045	347735
2648	239160	347681
2649	239287	347644
2650	239408	347597
2651	239530	347554
2652	239659	347519
2653	239789	347487
2654	239919	347454
2655	240049	347421
2656	240180	347389
2657	240305	347348
2658	240427	347304
2659	240557	347270
2660	240680	347227
2661	240812	347196
2662	240932	347148
2663	241066	347121
2664	241188	347076
2665	241314	347036
2666	241437	346993
2667	241568	346961
2668	241693	346919
2669	241822	346883
2670	241943	346836
2671	242055	346776
2672	242144	346684
2673	242228	346583
2674	242312	346484
2675	242398	346387
2676	242481	346285
2677	242565	346185
2678	242645	346080
2679	242727	345977
2680	242808	345872
2681	242894	345776
2682	242977	345675
2683	243063	345578
2684	243169	345509
2685	243296	345469
2686	243414	345418
2687	243538	345375
2688	243664	345335
2689	243776	345275
2690	243891	345217
2691	244010	345167
2692	244127	345115
2693	244244	345061
2694	244374	345026
2695	244498	344982
2696	244619	344933
2697	244732	344874
2698	244852	344825
2699	244966	344768
2700	245083	344713
2701	245201	344661
2702	245323	344614
2703	245462	344591
2704	245576	344533
2705	245690	344475
2706	245808	344422
2707	245936	344383
2708	246068	344350
2709	246185	344295
2710	246301	344240
2711	246420	344189
2712	246539	344138
2713	246661	344090
2714	246773	344028
2715	246878	343957
2716	246994	343901
2717	247104	343837
2718	247227	343790
2719	247312	343692
2720	247394	343587
2721	247475	343484
2722	247563	343388
2723	247647	343288
2724	247731	343187
2725	247817	343089
2726	247896	342982
2727	247980	342882
2728	248066	342783
2729	248148	342680
2730	248234	342584
2731	248313	342476
2732	248399	342378
2733	248482	342276
2734	248571	342183
2735	248658	342087
2736	248751	341998
2737	248845	341912
2738	248930	341813
2739	249018	341719
2740	249106	341624
2741	249200	341536
2742	249287	341441
2743	249379	341351
2744	249468	341258
2745	249553	341159
2746	249635	341056
2747	249718	340954
2748	249802	340854
2749	249883	340750
2750	249967	340650
2751	250053	340552
2752	250135	340449
2753	250219	340348
2754	250301	340247
2755	250385	340146
2756	250471	340048
2757	250558	339952
2758	250644	339855
2759	250729	339756
2760	250811	339653
2761	250939	339613
2762	251101	339618
2763	251270	339632
2764	251433	339640
2765	251546	339578
2766	251626	339473
2767	251716	339381
2768	251807	339289
2769	251892	339191
2770	251977	339092
2771	252068	339001
2772	252160	338912
2773	252254	338825
2774	252346	338735
2775	252440	338648
2776	252536	338563
2777	252624	338469
2778	252712	338374
2779	252799	338278
2780	252886	338182
2781	252976	338090
2782	253070	338003
2783	253164	337916
2784	253253	337822
2785	253338	337724
2786	253422	337624
2787	253514	337534
2788	253612	337453
2789	253705	337364
2790	253792	337268
2791	253879	337171
2792	253968	337078
2793	254057	336985
2794	254145	336890
2795	254243	336808
2796	254338	336722
2797	254424	336625
2798	254508	336526
2799	254599	336434
2800	254689	336342
2801	254778	336249
2802	254873	336163
2803	254964	336072
2804	255054	335981
2805	255142	335886
2806	255240	335804
2807	255336	335720
2808	255433	335637
2809	255532	335556
2810	255631	335476
2811	255728	335393
2812	255819	335303
2813	255907	335207
2814	255996	335114
2815	256085	335021
2816	256174	334928
2817	256265	334836
2818	256352	334740
2819	256438	334643
2820	256523	334544
2821	256605	334442
2822	256694	334348
2823	256781	334251
2824	256866	334153
2825	256964	334071
2826	257061	333988
2827	257146	333889
2828	257231	333791
2829	257314	333690
2830	257404	333598
2831	257501	333515
2832	257591	333423
2833	257681	333330
2834	257766	333232
2835	257853	333136
2836	257946	333048
2837	258037	332956
2838	258136	332877
2839	258227	332786
2840	258311	332686
2841	258395	332587
2842	258480	332488
2843	258570	332395
2844	258670	332317
2845	258762	332226
2846	258854	332137
2847	258949	332051
2848	259038	331958
2849	259126	331864
2850	259216	331771
2851	259304	331677
2852	259393	331583
2853	259484	331492
2854	259570	331396
2855	259657	331299
2856	259743	331202
2857	259833	331110
2858	260001	331117
2859	260206	331172
2860	260357	331157
2861	260463	331085
2862	260571	331015
2863	260678	330945
2864	260790	330880
2865	260898	330810
2866	261002	330736
2867	261119	330678
2868	261236	330619
2869	261350	330558
2870	261467	330499
2871	261569	330423
2872	261673	330347
2873	261781	330278
2874	261882	330200
2875	261980	330117
2876	262092	330052
2877	262204	329987
2878	262313	329919
2879	262422	329850
2880	262531	329781
2881	262632	329702
2882	262741	329634
2883	262849	329564
2884	262952	329487
2885	263063	329421
2886	263169	329349
2887	263272	329273
2888	263374	329195
2889	263473	329114
2890	263576	329038
2891	263677	328958
2892	263773	328873
2893	263886	328809
2894	263998	328744
2895	264109	328677
2896	264215	328604
2897	264315	328525
2898	264409	328436
2899	264527	328379
2900	264643	328318
2901	264752	328248
2902	264860	328178
2903	264971	328111
2904	265077	328039
2905	265181	327963
2906	265289	327893
2907	265394	327818
2908	265501	327746
2909	265618	327687
2910	265746	327640
2911	265859	327577
2912	265963	327501
2913	266066	327424
2914	266171	327350
2915	266276	327275
2916	266401	327225
2917	266518	327166
2918	266623	327091
2919	266726	327014
2920	266832	326940
2921	266942	326872
2922	267049	326800
2923	267155	326726
2924	267262	326654
2925	267370	326582
2926	267472	326504
2927	267579	326431
2928	267678	326350
2929	267778	326269
2930	267888	326200
2931	267997	326130
2932	268100	326053
2933	268217	325992
2934	268319	325914
2935	268420	325834
2936	268533	325769
2937	268655	325715
2938	268766	325647
2939	268877	325579
2940	268991	325515
2941	269097	325441
2942	269199	325362
2943	269302	325285
2944	269399	325199
2945	269503	325123
2946	269616	325058
2947	269722	324983
2948	269832	324915
2949	269954	324860
2950	270063	324790
2951	270164	324709
2952	270282	324649
2953	270398	324588
2954	270503	324512
2955	270608	324437
2956	270722	324372
2957	270824	324293
2958	270936	324226
2959	271041	324151
2960	271140	324068
2961	271243	323990
2962	271356	323924
2963	271465	323853
2964	271576	323784
2965	271685	323713
2966	271790	323638
2967	271898	323566
2968	272006	323494
2969	272117	323426
2970	272222	323349
2971	272325	323271
2972	272445	323214
2973	272559	323148
2974	272664	323072
2975	272764	322990
2976	272872	322918
2977	272986	322853
2978	273094	322781
2979	273196	322701
2980	273301	322625
2981	273413	322558
2982	273526	322491
2983	273639	322425
2984	273753	322359
2985	273864	322290
2986	273976	322222
2987	274081	322146
2988	274186	322070
2989	274289	321992
2990	274388	321908
2991	274484	321822
2992	274585	321740
2993	274696	321672
2994	274800	321594
2995	274902	321514
2996	274998	321428
2997	275103	321351
2998	275206	321272
2999	275320	321206
3000	275434	321141
3001	275537	321063
3002	275637	320980
3003	275743	320904
3004	275852	320832
3005	275953	320751
3006	276063	320681
3007	276177	320615
3008	276290	320548
3009	276399	320476
3010	276509	320405
3011	276613	320327
3012	276724	320258
3013	276834	320187
3014	276947	320119
3015	277054	320045
3016	277155	319964
3017	277251	319877
3018	277365	319811
3019	277474	319739
3020	277580	319663
3021	277693	319595
3022	277806	319528
3023	277913	319453
3024	278013	319371
3025	278122	319298
3026	278230	319225
3027	278341	319155
3028	278459	319092
3029	278565	319017
3030	278667	318937
3031	278776	318864
3032	278900	318809
3033	279001	318727
3034	279109	318653
3035	279225	318589
3036	279330	318512
3037	279430	318429
3038	279530	318346
3039	279633	318267
3040	279741	318193
3041	279851	318121
3042	279954	318042
3043	280056	317961
3044	280163	317887
3045	280275	317817
3046	280379	317738
3047	280490	317667
3048	280598	317594
3049	280713	317528
3050	280825	317458
3051	280940	317392
3052	281055	317326
3053	281166	317256
3054	281283	317192
3055	281386	317112
3056	281494	317038
3057	281611	316974
3058	281724	316905
3059	281834	316833
3060	281949	316766
3061	282059	316695
3062	282172	316626
3063	282282	316554
3064	282382	316471
3065	282498	316405
3066	282613	316338
3067	282724	316267
3068	282830	316191
3069	282940	316119
3070	283053	316049
3071	283179	315996
3072	283288	315922
3073	283397	315849
3074	283503	315771
3075	283613	315699
3076	283720	315624
3077	283843	315565
3078	283955	315495
3079	284072	315431
3080	284185	315361
3081	284291	315284
3082	284400	315210
3083	284517	315146
3084	284621	315067
3085	284726	314989
3086	284846	314927
3087	284961	314860
3088	285069	314785
3089	285184	314717
3090	285300	314651
3091	285407	314576
3092	285520	314506
3093	285630	314433
3094	285739	314359
3095	285844	314281
3096	285936	314188
3097	286022	314089
3098	286112	313994
3099	286199	313896
3100	286290	313802
3101	286378	313704
3102	286469	313611
3103	286552	313509
3104	286637	313408
3105	286716	313302
3106	286797	313197
3107	286879	313093
3108	286960	312989
3109	287045	312888
3110	287130	312788
3111	287214	312686
3112	287298	312585
3113	287381	312483
3114	287465	312382
3115	287551	312282
3116	287677	312227
3117	287817	312187
3118	287958	312147
3119	288096	312104
3120	288228	312054
3121	288371	312017
3122	288519	311985
3123	288662	311947
3124	288795	311898
3125	288895	311815
3126	288987	311721
3127	289066	311615
3128	289151	311514
3129	289236	311414
3130	289322	311315
3131	289409	311216
3132	289496	311119
3133	289581	311018
3134	289671	310923
3135	289757	310823
3136	289843	310724
3137	289931	310627
3138	290019	310530
3139	290102	310428
3140	290187	310328
3141	290270	310225
3142	290354	310124
3143	290438	310023
3144	290585	309988
3145	290761	309985
3146	290914	309957
3147	291015	309874
3148	291121	309795
3149	291223	309713
3150	291326	309632
3151	291438	309561
3152	291538	309476
3153	291637	309390
3154	291736	309305
3155	291840	309225
3156	291939	309139
3157	292040	309055
3158	292140	308971
3159	292240	308886
3160	292343	308805
3161	292442	308719
3162	292532	308625
3163	292632	308540
3164	292732	308456
3165	292829	308367
3166	292920	308274
3167	293022	308191
3168	293115	308099
3169	293214	308013
3170	293319	307934
3171	293420	307850
3172	293512	307757
3173	293606	307666
3174	293705	307580
3175	293807	307498
3176	293896	307402
3177	293984	307305
3178	294088	307225
3179	294193	307144
3180	294292	307059
3181	294388	306971
3182	294486	306884
3183	294578	306791
3184	294674	306702
3185	294772	306615
3186	294870	306528
3187	294970	306443
3188	295072	306361
3189	295166	306270
3190	295257	306175
3191	295352	306086
3192	295450	305999
3193	295547	305911
3194	295643	305822
3195	295739	305733
3196	295838	305647
3197	295940	305564
3198	296043	305482
3199	296143	305398
3200	296245	305315
3201	296342	305226
3202	296437	305137
3203	296532	305047
3204	296633	304963
3205	296735	304880
3206	296843	304803
3207	296948	304723
3208	297046	304636
3209	297143	304548
3210	297241	304462
3211	297345	304381
3212	297452	304303
3213	297561	304227
3214	297664	304145
3215	297759	304054
3216	297858	303968
3217	297949	303874
3218	298047	303787
